Unnamed: 0;Caption;URL;type;mean_sscd;max_sscd;Index
0.0;A bridge spanning across a wide river at twilight;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;0
1.0;A antique clock on a mantelpiece;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;1
2.0;A cute cat sitting on a windowsill looking at the rain;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;2
3.0;An empty subway station with tiled walls and lights;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;3
4.0;A musician playing violin on a stage;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;4
5.0;An aerial view of a busy city intersection;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;5
6.0;A close up of a complex mechanical watch mechanism;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;6
7.0;A cup of steaming hot coffee next to a notebook;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;7
8.0;A person riding a bicycle at sunset;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;8
9.0;A thunderstorm viewed from a window;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;9
10.0;A busy street market in Tokyo with colorful signs;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;10
11.0;A tall skyscraper reflecting the clouds on its glass surface;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;11
12.0;A 3d render of a shiny metallic sphere;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;12
13.0;A quiet forest path illuminated by beams of sunlight;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;13
14.0;A colorful parrot sitting on a branch in the jungle;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;14
15.0;A colorful bowl of fruit salad on a picnic blanket;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;15
16.0;A fractal image with infinite spiraling patterns;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;16
17.0;A beautiful sunset over a calm ocean with a sailboat in the distance;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;17
18.0;A cherry blossom tree shedding petals in the spring breeze;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;18
19.0;A rustic wooden cabin in the middle of the woods;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;19
20.0;A freshly baked loaf of bread on a cutting board;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;20
21.0;A quiet library hall with rows of wooden bookshelves;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;21
22.0;A koala sleeping in a eucalyptus tree;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;22
23.0;A wooden guitar leaning against a brick wall;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;23
24.0;A blue luxury sedan driving on a coastal road;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;24
25.0;A grassy field with wild flowers waving in the wind;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;25
26.0;A colorful explosion of paint in slow motion;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;26
27.0;An artistic representation of the solar system;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;27
28.0;A small squirrel holding a nut in its paws;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;28
29.0;A vintage car parked on a cobblestone street in Paris;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;29
30.0;A vintage camera sitting on a stack of old books;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;30
31.0;A lone astronaut walking on the surface of Mars;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;31
32.0;A herd of elephants walking across the savannah;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;32
33.0;A bicycle parked against a fence;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;33
34.0;A group of penguins standing on an iceberg;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;34
35.0;A slice of chocolate cake on a white plate;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;35
36.0;A robot working in a factory assembly line;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;36
37.0;A modern kitchen with stainless steel appliances;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;37
38.0;A drone flying over a forest;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;38
39.0;A opened gift box with colorful wrapping paper;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;39
40.0;A delicious pizza with pepperoni and melted cheese;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;40
41.0;A beautifully decorated christmas tree;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;41
42.0;A desert landscape with sand dunes and a cactus;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;42
43.0;A river winding through a green valley with mountains;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;43
44.0;A dancer performing ballet on a stage;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;44
45.0;A classic European village street with flower boxes;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;45
46.0;A old man feeding pigeons in a square;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;46
47.0;A brown bear fishing for salmon in a river;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;47
48.0;A foggy morning in a pine forest with dew on the ground;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;48
49.0;A red fox walking through the snow;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;49
50.0;A stack of gold coins on a table;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;50
51.0;A futuristic city skyline at night with neon lights;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;51
52.0;A photographer taking pictures of nature;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;52
53.0;A student studying late at night with a lamp;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;53
54.0;A flowing waterfall in the middle of a tropical rainforest;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;54
55.0;A panda eating bamboo in a bamboo forest;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;55
56.0;A sloth hanging from a tree branch;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;56
57.0;A surreal landscape with floating islands and waterfalls;http://example.com/placeholder.jpg;unmemorized;0.0;0.0;57
